,dataset,fname,label,label_categorical
202,b,set_b/Btraining_normal_174_1307987737137_B.wav,normal,0
203,b,set_b/Btraining_normal_174_1307987737137_B1.wav,normal,0
204,b,set_b/Btraining_normal_175_1307987962616_B.wav,normal,0
205,b,set_b/Btraining_normal_175_1307987962616_B1.wav,normal,0
206,b,set_b/Btraining_normal_175_1307987962616_D.wav,normal,0
207,b,set_b/Btraining_normal_176_1307988171173_A.wav,normal,0
208,b,set_b/Btraining_normal_176_1307988171173_B.wav,normal,0
209,b,set_b/Btraining_normal_176_1307988171173_B1.wav,normal,0
210,b,set_b/Btraining_normal_177_1307989650056_A1.wav,normal,0
211,b,set_b/Btraining_normal_177_1307989650056_B.wav,normal,0
212,b,set_b/Btraining_normal_177_1307989650056_D.wav,normal,0
213,b,set_b/Btraining_normal_177_1307989650056_D1.wav,normal,0
214,b,set_b/Btraining_normal_178_1307989887769_B.wav,normal,0
215,b,set_b/Btraining_normal_178_1307989887769_D.wav,normal,0
216,b,set_b/Btraining_normal_179_1307990076841_B.wav,normal,0
217,b,set_b/Btraining_normal_179_1307990076841_D.wav,normal,0
218,b,set_b/Btraining_normal_180_1307990956284_A.wav,normal,0
219,b,set_b/Btraining_normal_180_1307990956284_C.wav,normal,0
220,b,set_b/Btraining_normal_181_1308052613891_B.wav,normal,0
221,b,set_b/Btraining_normal_181_1308052613891_D.wav,normal,0
222,b,set_b/Btraining_normal_183_1308072703477_B.wav,normal,0
223,b,set_b/Btraining_normal_183_1308072703477_C.wav,normal,0
224,b,set_b/Btraining_normal_184_1308073010307_B.wav,normal,0
225,b,set_b/Btraining_normal_184_1308073010307_D.wav,normal,0
226,b,set_b/Btraining_normal_186_1308073648738_C1.wav,normal,0
227,b,set_b/Btraining_normal_186_1308073648738_D.wav,normal,0
228,b,set_b/Btraining_normal_188_1308074301731_C.wav,normal,0
229,b,set_b/Btraining_normal_188_1308074301731_D.wav,normal,0
230,b,set_b/Btraining_normal_190_1308076920011_C1.wav,normal,0
231,b,set_b/Btraining_normal_190_1308076920011_D.wav,normal,0
232,b,set_b/Btraining_normal_191_1308077299430_B.wav,normal,0
233,b,set_b/Btraining_normal_194_1308139824187_A.wav,normal,0
234,b,set_b/Btraining_normal_194_1308139824187_A1.wav,normal,0
235,b,set_b/Btraining_normal_198_1308141739338_C.wav,normal,0
236,b,set_b/Btraining_normal_201_1308144942432_A.wav,normal,0
237,b,set_b/Btraining_normal_201_1308144942432_A1.wav,normal,0
238,b,set_b/Btraining_normal_202_1308145175747_C.wav,normal,0
239,b,set_b/Btraining_normal_202_1308145175747_D.wav,normal,0
240,b,set_b/Btraining_normal_204_1308159229275_C.wav,normal,0
241,b,set_b/Btraining_normal_204_1308159229275_D.wav,normal,0
242,b,set_b/Btraining_normal_206_1308159601959_C.wav,normal,0
243,b,set_b/Btraining_normal_207_1308159792607_C.wav,normal,0
244,b,set_b/Btraining_normal_208_1308159994503_C.wav,normal,0
245,b,set_b/Btraining_normal_209_1308162216750_A.wav,normal,0
246,b,set_b/Btraining_normal_209_1308162216750_A1.wav,normal,0
247,b,set_b/Btraining_normal_210_1308162935880_B.wav,normal,0
248,b,set_b/Btraining_normal_210_1308162935880_B1.wav,normal,0
249,b,set_b/Btraining_normal_210_1308162935880_D1.wav,normal,0
250,b,set_b/Btraining_normal_210_1308162935880_D2.wav,normal,0
251,b,set_b/Btraining_normal_213_1308245263936_C.wav,normal,0
252,b,set_b/Btraining_normal_214_1308245489717_A.wav,normal,0
253,b,set_b/Btraining_normal_215_1308245664733_C.wav,normal,0
254,b,set_b/Btraining_normal_215_1308245664733_C1.wav,normal,0
255,b,set_b/Btraining_normal_216_1308245839516_C.wav,normal,0
256,b,set_b/Btraining_normal_217_1308246111629_C.wav,normal,0
257,b,set_b/Btraining_normal_217_1308246111629_C1.wav,normal,0
258,b,set_b/Btraining_normal_218_1308246311449_C.wav,normal,0
259,b,set_b/Btraining_normal_218_1308246311449_C1.wav,normal,0
260,b,set_b/Btraining_normal_220_1308250132896_C.wav,normal,0
261,b,set_b/Btraining_normal_220_1308250132896_D.wav,normal,0
262,b,set_b/Btraining_normal_224_1308337157445_C.wav,normal,0
263,b,set_b/Btraining_normal_227_1308594233667_B.wav,normal,0
264,b,set_b/Btraining_normal_227_1308594233667_C.wav,normal,0
265,b,set_b/Btraining_normal_230_1308595300880_B.wav,normal,0
266,b,set_b/Btraining_normal_230_1308595300880_C.wav,normal,0
267,b,set_b/Btraining_normal_232_1308748524018_A.wav,normal,0
268,b,set_b/Btraining_normal_232_1308748524018_B.wav,normal,0
269,b,set_b/Btraining_normal_232_1308748524018_B1.wav,normal,0
270,b,set_b/Btraining_normal_232_1308748524018_C.wav,normal,0
271,b,set_b/Btraining_normal_232_1308748524018_D1.wav,normal,0
272,b,set_b/Btraining_normal_235_1308749032454_C.wav,normal,0
273,b,set_b/Btraining_normal_235_1308749032454_D.wav,normal,0
274,b,set_b/Btraining_normal_237_1308750231222_C.wav,normal,0
275,b,set_b/Btraining_normal_238_1309194586293_A.wav,normal,0
276,b,set_b/Btraining_normal_238_1309194586293_B.wav,normal,0
277,b,set_b/Btraining_normal_250_1309202496494_A.wav,normal,0
278,b,set_b/Btraining_normal_250_1309202496494_B.wav,normal,0
279,b,set_b/Btraining_normal_252_1309203336604_B.wav,normal,0
280,b,set_b/Btraining_normal_256_1309351470137_A.wav,normal,0
281,b,set_b/Btraining_normal_258_1309352253234_C.wav,normal,0
282,b,set_b/Btraining_normal_260_1309353164458_C.wav,normal,0
283,b,set_b/Btraining_normal_261_1309353556003_B.wav,normal,0
284,b,set_b/Btraining_normal_262_1309355283807_A.wav,normal,0
285,b,set_b/Btraining_normal_267_1309368735165_A.wav,normal,0
286,b,set_b/Btraining_normal_270_1309369533040_C.wav,normal,0
287,b,set_b/Btraining_normal_273_1309370841191_B.wav,normal,0
288,b,set_b/Btraining_normal_274_1311075637574_A1.wav,normal,0
289,b,set_b/Btraining_normal_274_1311075637574_B.wav,normal,0
290,b,set_b/Btraining_normal_274_1311075637574_B1.wav,normal,0
291,b,set_b/Btraining_normal_274_1311075637574_D.wav,normal,0
292,b,set_b/Btraining_normal_278_1311163365896_A.wav,normal,0
293,b,set_b/Btraining_normal_278_1311163365896_A1.wav,normal,0
294,b,set_b/Btraining_normal_280_1311165195344_A.wav,normal,0
295,b,set_b/Btraining_normal_282_1311166081161_C.wav,normal,0
296,b,set_b/Btraining_normal_283_1311167409239_A.wav,normal,0
297,b,set_b/Btraining_normal_286_1311170606028_A.wav,normal,0
298,b,set_b/Btraining_normal_286_1311170606028_A1.wav,normal,0
299,b,set_b/Btraining_normal_286_1311170606028_B1.wav,normal,0
300,b,set_b/Btraining_normal_286_1311170606028_C.wav,normal,0
301,b,set_b/Btraining_normal_290_1311182875320_A.wav,normal,0
302,b,set_b/Btraining_normal_291_1311185210672_A.wav,normal,0
303,b,set_b/Btraining_normal_294_1311681084248_A.wav,normal,0
304,b,set_b/Btraining_normal_294_1311681084248_B.wav,normal,0
305,b,set_b/Btraining_normal_294_1311681084248_D1.wav,normal,0
306,b,set_b/Btraining_normal_295_1311682673157_D.wav,normal,0
307,b,set_b/Btraining_normal_296_1311682952647_A1.wav,normal,0
308,b,set_b/Btraining_normal_296_1311682952647_A2.wav,normal,0
309,b,set_b/Btraining_normal_298_1311685888900_B.wav,normal,0
310,b,set_b/Btraining_normal_299_1311770522820_C.wav,normal,0
311,b,set_b/Btraining_normal_300_1311772096120_C1.wav,normal,0
507,b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_A.wav,murmur,2
508,b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_B.wav,murmur,2
509,b,set_b/Btraining_murmur_Btraining_noisymurmur_135_1306428972976_C.wav,murmur,2
510,b,set_b/Btraining_murmur_Btraining_noisymurmur_156_1306936373241_A.wav,murmur,2
511,b,set_b/Btraining_murmur_Btraining_noisymurmur_156_1306936373241_B1.wav,murmur,2
512,b,set_b/Btraining_murmur_Btraining_noisymurmur_160_1307100683334_D.wav,murmur,2
513,b,set_b/Btraining_murmur_Btraining_noisymurmur_161_1307101199321_B.wav,murmur,2
514,b,set_b/Btraining_murmur_Btraining_noisymurmur_161_1307101199321_C.wav,murmur,2
515,b,set_b/Btraining_murmur_Btraining_noisymurmur_162_1307101835989_B_1.wav,murmur,2
516,b,set_b/Btraining_murmur_Btraining_noisymurmur_162_1307101835989_D.wav,murmur,2
517,b,set_b/Btraining_murmur_Btraining_noisymurmur_164_1307106095995_C1.wav,murmur,2
518,b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_A.wav,murmur,2
519,b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_C1.wav,murmur,2
520,b,set_b/Btraining_murmur_Btraining_noisymurmur_165_1307109069581_D.wav,murmur,2
521,b,set_b/Btraining_murmur_Btraining_noisymurmur_171_1307971016233_D.wav,murmur,2
522,b,set_b/Btraining_murmur_Btraining_noisymurmur_171_1307971016233_F.wav,murmur,2
523,b,set_b/Btraining_murmur_Btraining_noisymurmur_185_1308073325396_D.wav,murmur,2
524,b,set_b/Btraining_murmur_Btraining_noisymurmur_200_1308144251434_D.wav,murmur,2
525,b,set_b/Btraining_murmur_Btraining_noisymurmur_231_1308748318393_A.wav,murmur,2
526,b,set_b/Btraining_murmur_Btraining_noisymurmur_240_1309201366049_C.wav,murmur,2
527,b,set_b/Btraining_murmur_Btraining_noisymurmur_240_1309201366049_D.wav,murmur,2
528,b,set_b/Btraining_murmur_Btraining_noisymurmur_243_1309197760898_B.wav,murmur,2
529,b,set_b/Btraining_murmur_Btraining_noisymurmur_243_1309197760898_C.wav,murmur,2
530,b,set_b/Btraining_murmur_Btraining_noisymurmur_272_1309370164386_C.wav,murmur,2
531,b,set_b/Btraining_murmur_Btraining_noisymurmur_288_1311164615284_B1.wav,murmur,2
532,b,set_b/Btraining_murmur_Btraining_noisymurmur_288_1311164615284_C.wav,murmur,2
533,b,set_b/Btraining_murmur_Btraining_noisymurmur_292_1311185449649_D.wav,murmur,2
534,b,set_b/Btraining_murmur_Btraining_noisymurmur_293_1311680805936_C.wav,murmur,2
535,b,set_b/Btraining_murmur_Btraining_noisymurmur_293_1311680805936_D.wav,murmur,2
536,b,set_b/Btraining_normal_Btraining_noisynormal_101_1305030823364_B.wav,normal,0
537,b,set_b/Btraining_normal_Btraining_noisynormal_101_1305030823364_E.wav,normal,0
538,b,set_b/Btraining_normal_Btraining_noisynormal_104_1305032492469_A.wav,normal,0
539,b,set_b/Btraining_normal_Btraining_noisynormal_105_1305033453095_A.wav,normal,0
540,b,set_b/Btraining_normal_Btraining_noisynormal_105_1305033453095_C.wav,normal,0
541,b,set_b/Btraining_normal_Btraining_noisynormal_106_1306776721273_A.wav,normal,0
542,b,set_b/Btraining_normal_Btraining_noisynormal_107_1305654946865_A.wav,normal,0
543,b,set_b/Btraining_normal_Btraining_noisynormal_108_1305654420093_A.wav,normal,0
544,b,set_b/Btraining_normal_Btraining_noisynormal_108_1305654420093_B.wav,normal,0
545,b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653646620_A.wav,normal,0
546,b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_A.wav,normal,0
547,b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_C.wav,normal,0
548,b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_E.wav,normal,0
549,b,set_b/Btraining_normal_Btraining_noisynormal_109_1305653972028_F.wav,normal,0
550,b,set_b/Btraining_normal_Btraining_noisynormal_110_1305655332337_A.wav,normal,0
551,b,set_b/Btraining_normal_Btraining_noisynormal_110_1305655332337_B.wav,normal,0
552,b,set_b/Btraining_normal_Btraining_noisynormal_113_1306244002866_A.wav,normal,0
553,b,set_b/Btraining_normal_Btraining_noisynormal_113_1306244002866_B.wav,normal,0
554,b,set_b/Btraining_normal_Btraining_noisynormal_115_1306259437619_A1.wav,normal,0
555,b,set_b/Btraining_normal_Btraining_noisynormal_115_1306259437619_B.wav,normal,0
556,b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_A.wav,normal,0
557,b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_C.wav,normal,0
558,b,set_b/Btraining_normal_Btraining_noisynormal_117_1306262456650_D.wav,normal,0
559,b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_B.wav,normal,0
560,b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_C1.wav,normal,0
561,b,set_b/Btraining_normal_Btraining_noisynormal_118_1306262335509_D.wav,normal,0
562,b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_A.wav,normal,0
563,b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_C.wav,normal,0
564,b,set_b/Btraining_normal_Btraining_noisynormal_121_1306263877235_D.wav,normal,0
565,b,set_b/Btraining_normal_Btraining_noisynormal_123_1306331925797_B.wav,normal,0
566,b,set_b/Btraining_normal_Btraining_noisynormal_123_1306331925797_C.wav,normal,0
567,b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_A1.wav,normal,0
568,b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_A2.wav,normal,0
569,b,set_b/Btraining_normal_Btraining_noisynormal_125_1306332456645_B1.wav,normal,0
